CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"130030027","","13","Hidalgo","Hgo.","003","Actopan","0027","La Escoba","R","20°22´09.165"N","098°51´34.726"W","20.36921200","-98.85964600","2404","F14D71","11","6","5","4"
"130030028","","13","Hidalgo","Hgo.","003","Actopan","0028","Rancho Osorios","R","20°14´18.463"N","098°57´04.741"W","20.23846200","-98.95131700","1991","F14D81","1","*","*","1"
"130030035","","13","Hidalgo","Hgo.","003","Actopan","0035","El Senthé","R","20°25´36.955"N","098°53´57.903"W","20.42693100","-98.89941700","2067","F14D71","65","35","30","21"
"130030037","","13","Hidalgo","Hgo.","003","Actopan","0037","La Segunda Manzana de Magdalena (El Arco)","R","20°17´20.208"N","098°53´08.857"W","20.28894600","-98.88579300","2146","F14D71","124","65","59","32"
"130030038","","13","Hidalgo","Hgo.","003","Actopan","0038","La Presa","R","20°13´03.150"N","098°57´06.665"W","20.21754100","-98.95185100","2001","F14D81","17","7","10","5"
"130030039","","13","Hidalgo","Hgo.","003","Actopan","0039","La Ardilla (Tierras Coloradas)","R","20°21´20.344"N","098°49´25.094"W","20.35565100","-98.82363700","2174","F14D71","8","4","4","5"
"130030040","","13","Hidalgo","Hgo.","003","Actopan","0040","Casa Blanca","R","20°16´26.196"N","098°58´11.239"W","20.27394300","-98.96978800","1980","F14D71","555","261","294","146"
"130030041","","13","Hidalgo","Hgo.","003","Actopan","0041","San Pedrito","R","20°15´30.993"N","098°57´18.219"W","20.25860900","-98.95506100","1974","F14D71","17","8","9","6"
"130030043","","13","Hidalgo","Hgo.","003","Actopan","0043","Segunda Manzana Chicavasco (El Pozo)","R","20°11´44.423"N","098°57´59.157"W","20.19567300","-98.96643300","2015","F14D81","224","116","108","53"
"130030044","","13","Hidalgo","Hgo.","003","Actopan","0044","Cuarta Manzana Chicavasco (La Ladera Chicavasco)","R","20°12´26.879"N","098°56´55.674"W","20.20746600","-98.94879800","2020","F14D81","236","118","118","61"
"130030045","","13","Hidalgo","Hgo.","003","Actopan","0045","Pabellón Gastronómico","R","20°17´25.324"N","098°55´32.045"W","20.29036700","-98.92556700","2052","F14D71","0","0","0","0"
"130030046","","13","Hidalgo","Hgo.","003","Actopan","0046","Francisco Constancio Azpeitia García","R","20°12´19.810"N","098°57´22.290"W","20.20550300","-98.95619200","2005","F14D81","0","0","0","0"
"130030047","","13","Hidalgo","Hgo.","003","Actopan","0047","El Apartadero","R","20°21´13.493"N","098°50´57.778"W","20.35374800","-98.84938200","2323","F14D71","39","20","19","11"
"130030048","","13","Hidalgo","Hgo.","003","Actopan","0048","San Isidro","R","20°13´56.208"N","098°58´51.073"W","20.23227900","-98.98085300","2007","F14D81","131","63","68","30"
"130030049","","13","Hidalgo","Hgo.","003","Actopan","0049","Manzana de Golondrinas","R","20°17´17.422"N","098°49´04.990"W","20.28817200","-98.81805200","1999","F14D71","46","20","26","8"
"130030050","","13","Hidalgo","Hgo.","003","Actopan","0050","Dos Cerritos","R","20°16´38.262"N","098°55´33.995"W","20.27729400","-98.92610900","2018","F14D71","53","30","23","12"
"130030051","","13","Hidalgo","Hgo.","003","Actopan","0051","El Paraje","R","20°17´45.634"N","098°49´20.734"W","20.29600900","-98.82242500","2020","F14D71","82","35","47","22"
"130030052","","13","Hidalgo","Hgo.","003","Actopan","0052","El Porvenir","R","20°15´55.035"N","098°55´32.415"W","20.26528800","-98.92567000","2008","F14D71","212","107","105","58"
"130030053","","13","Hidalgo","Hgo.","003","Actopan","0053","Tierras Coloradas Magdalena","R","20°18´44.240"N","098°52´03.810"W","20.31228900","-98.86772400","2555","F14D71","134","70","64","39"
"130030054","","13","Hidalgo","Hgo.","003","Actopan","0054","El Carrizal","R","20°22´26.162"N","098°50´40.409"W","20.37393300","-98.84455800","2066","F14D71","-","-","-","-"
"130040001","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0001","Agua Blanca de Iturbide","U","20°20´58.214"N","098°21´22.990"W","20.34950400","-98.35638600","2183","F14D72","2325","1058","1267","657"
"130040002","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0002","Ejido de Agua Blanca (Cerro Alto)","R","20°19´29.340"N","098°22´20.830"W","20.32481600","-98.37245200","2162","F14D72","644","303","341","175"
"130040003","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0003","Ejido de Calabazas","R","20°20´27.380"N","098°23´49.870"W","20.34093900","-98.39718600","2203","F14D72","429","214","215","129"
"130040004","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0004","Calabazas Primera Sección","R","20°20´53.611"N","098°22´14.381"W","20.34822500","-98.37066100","2181","F14D72","560","288","272","148"
"130040005","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0005","Calabazas Segunda Sección","R","20°21´11.434"N","098°22´46.820"W","20.35317600","-98.37967200","2180","F14D72","664","332","332","179"
"130040006","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0006","Ejido de los Cubes","R","20°20´31.202"N","098°24´18.152"W","20.34200000","-98.40504200","2208","F14D72","321","157","164","88"
"130040007","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0007","Los Cubes","R","20°21´48.801"N","098°24´01.859"W","20.36355600","-98.40051600","2245","F14D72","502","246","256","132"
"130040008","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0008","Chichicaxtle","R","20°22´10.212"N","098°22´30.562"W","20.36950300","-98.37515500","2210","F14D72","719","339","380","195"
"130040009","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0009","La Laguna","R","20°23´10.935"N","098°20´55.458"W","20.38637100","-98.34873800","1872","F14D72","54","31","23","18"
"130040010","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0010","Ejido de Palizar","R","20°20´50.305"N","098°24´54.794"W","20.34730700","-98.41522100","2221","F14D72","260","113","147","75"
"130040011","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0011","Ejido Milpa Vieja","R","20°18´55.113"N","098°20´27.778"W","20.31530900","-98.34104900","2240","F14D72","616","296","320","174"
"130040012","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0012","Milpa Vieja (Apulco)","R","20°18´50.702"N","098°20´23.039"W","20.31408400","-98.33973300","2241","F14D72","310","139","171","86"
"130040013","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0013","El Palizar","R","20°22´27.487"N","098°23´18.782"W","20.37430100","-98.38855000","2215","F14D72","259","123","136","72"
"130040014","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0014","Ejido de Loma Ancha","R","20°19´48.116"N","098°25´44.873"W","20.33003200","-98.42913100","2185","F14D72","308","149","159","85"
"130040015","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0015","Plan Grande","R","20°23´22.664"N","098°22´24.758"W","20.38962900","-98.37354300","1979","F14D72","57","26","31","18"
"130040016","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0016","Potrero de Monroy","R","20°23´32.920"N","098°23´03.540"W","20.39247700","-98.38431600","1812","F14D72","119","64","55","33"
"130040017","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0017","El Remudadero","R","20°21´49.446"N","098°21´39.385"W","20.36373500","-98.36094000","2321","F14D72","204","101","103","53"
"130040018","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0018","Ejido Rosa de Castilla","R","20°21´17.286"N","098°25´58.839"W","20.35480200","-98.43301000","2284","F14D72","161","71","90","49"
"130040019","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0019","Rosa de Castilla","R","20°21´28.100"N","098°24´46.490"W","20.35780600","-98.41291400","2340","F14D72","215","99","116","58"
"130040020","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0020","San Cornelio","R","20°23´22.680"N","098°18´43.806"W","20.38963300","-98.31216800","1502","F14D73","295","149","146","81"
"130040021","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0021","San Martín","R","20°23´34.689"N","098°21´31.189"W","20.39296900","-98.35866400","1611","F14D72","83","48","35","23"
"130040022","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0022","San Pedrito","R","20°22´54.541"N","098°19´58.116"W","20.38181600","-98.33280900","1803","F14D73","186","84","102","44"
"130040023","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0023","Tetetla","R","20°23´40.582"N","098°19´49.638"W","20.39460600","-98.33045400","1734","F14D73","209","99","110","58"
"130040024","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0024","El Xúchitl","R","20°24´31.770"N","098°18´26.980"W","20.40882500","-98.30749400","1340","F14D73","345","172","173","98"
"130040025","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0025","Sabanillas","R","20°19´55.560"N","098°21´38.334"W","20.33209900","-98.36064800","2156","F14D72","260","122","138","64"
"130040028","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0028","El Vivero (El Pujido) [Colonia]","R","20°21´26.169"N","098°21´38.074"W","20.35726900","-98.36057600","2209","F14D72","43","20","23","14"
"130040031","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0031","Ejido San Pedrito (Potrerillos)","R","20°22´03.376"N","098°20´44.991"W","20.36760400","-98.34583100","2229","F14D72","162","68","94","47"
"130040032","","13","Hidalgo","Hgo.","004","Agua Blanca de Iturbide","0032","La Torre [Rancho]","R","20°20´45.124"N","098°20´32.918"W","20.34586700","-98.34247700","2380","F14D72","3","*","*","1"
"130050001","","13","Hidalgo","Hgo.","005","Ajacuba","0001","Ajacuba","U","20°05´33.090"N","099°07´19.677"W","20.09252500","-99.12213200","2144","F14C89","8254","3985","4269","2286"
"130050002","","13","Hidalgo","Hgo.","005","Ajacuba","0002","Emiliano Zapata","R","20°09´15.357"N","099°01´37.738"W","20.15426600","-99.02714900","2164","F14C89","268","131","137","77"
"130050003","","13","Hidalgo","Hgo.","005","Ajacuba","0003","Vicente Guerrero","R","20°10´19.786"N","099°03´22.138"W","20.17216200","-99.05614900","2136","F14C89","1800","872","928","479"
"130050004","","13","Hidalgo","Hgo.","005","Ajacuba","0004","Ignacio Zaragoza","R","20°07´48.873"N","099°00´05.462"W","20.13024200","-99.00151700","2144","F14C89","635","300","335","173"
"130050005","","13","Hidalgo","Hgo.","005","Ajacuba","0005","Santiago Tezontlale","U","20°09´45.006"N","099°05´59.543"W","20.16250200","-99.09987300","2101","F14C89","4558","2215","2343","1215"
"130050006","","13","Hidalgo","Hgo.","005","Ajacuba","0006","San Nicolás Tecomatlán","U","20°10´50.097"N","099°02´09.996"W","20.18058200","-99.03611000","2181","F14C89","2433","1173","1260","692"
"130050007","","13","Hidalgo","Hgo.","005","Ajacuba","0007","Tulancalco","R","20°06´33.224"N","099°01´36.565"W","20.10922900","-99.02682300","2162","F14C89","379","190","189","107"
"130050008","","13","Hidalgo","Hgo.","005","Ajacuba","0008","Santo Niño [Colonia]","R","20°09´17.256"N","099°02´43.759"W","20.15479300","-99.04548800","2117","F14C89","54","21","33","16"
"130050009","","13","Hidalgo","Hgo.","005","Ajacuba","0009","El Gorrión","R","20°07´50.756"N","099°05´14.736"W","20.13076500","-99.08742600","2097","F14C89","260","121","139","64"
"130050015","","13","Hidalgo","Hgo.","005","Ajacuba","0015","Santa Bárbara","R","20°09´56.198"N","099°06´39.238"W","20.16561100","-99.11089900","2108","F14C89","0","0","0","0"
"130050034","","13","Hidalgo","Hgo.","005","Ajacuba","0034","Las Huertas","R","20°05´57.860"N","099°06´44.663"W","20.09940500","-99.11240600","2123","F14C89","9","*","*","2"
"130050035","","13","Hidalgo","Hgo.","005","Ajacuba","0035","Barrio el Rincón Sur","R","20°10´42.996"N","099°01´02.029"W","20.17860900","-99.01723000","2248","F14C89","206","87","119","58"
"130050036","","13","Hidalgo","Hgo.","005","Ajacuba","0036","Los Cruces","R","20°10´17.039"N","099°05´52.227"W","20.17139900","-99.09784100","2119","F14C89","0","0","0","0"
"130050037","","13","Hidalgo","Hgo.","005","Ajacuba","0037","El Cerrito de las Colmenas","R","20°08´25.798"N","099°00´37.631"W","20.14049900","-99.01045300","2156","F14C89","6","*","*","1"
"130050039","","13","Hidalgo","Hgo.","005","Ajacuba","0039","Cuernavaca","R","20°10´39.859"N","099°04´07.717"W","20.17773800","-99.06881000","2124","F14C89","7","*","*","2"
"130050040","","13","Hidalgo","Hgo.","005","Ajacuba","0040","Presa Nueva","R","20°05´23.462"N","099°00´56.352"W","20.08985000","-99.01565300","2216","F14C89","0","0","0","0"
"130050043","","13","Hidalgo","Hgo.","005","Ajacuba","0043","Los Corrales","R","20°08´34.882"N","099°04´32.521"W","20.14302200","-99.07570000","2084","F14C89","1","*","*","1"
"130050044","","13","Hidalgo","Hgo.","005","Ajacuba","0044","Rancho Nuevo","R","20°10´34.640"N","099°04´32.590"W","20.17628800","-99.07571900","2120","F14C89","2","*","*","1"
"130050045","","13","Hidalgo","Hgo.","005","Ajacuba","0045","Los Bondos","R","20°09´07.825"N","099°05´06.766"W","20.15217400","-99.08521200","2091","F14C89","0","0","0","0"
"130060001","","13","Hidalgo","Hgo.","006","Alfajayucan","0001","Alfajayucan","U","20°24´35.896"N","099°20´58.521"W","20.40997100","-99.34958900","1870","F14C78","1794","830","964","538"
"130060002","","13","Hidalgo","Hgo.","006","Alfajayucan","0002","Arias","R","20°23´11.743"N","099°22´19.458"W","20.38659500","-99.37207100","1928","F14C78","62","28","34","14"
"130060003","","13","Hidalgo","Hgo.","006","Alfajayucan","0003","Baxthe","R","20°22´42.956"N","099°24´53.481"W","20.37859800","-99.41485600","2045","F14C78","248","122","126","74"
"130060004","","13","Hidalgo","Hgo.","006","Alfajayucan","0004","Boxthó","R","20°23´36.408"N","099°22´06.077"W","20.39344600","-99.36835400","1905","F14C78","590","285","305","153"
"130060005","","13","Hidalgo","Hgo.","006","Alfajayucan","0005","Buenavista","R","20°25´48.596"N","099°25´09.671"W","20.43016500","-99.41935200","1905","F14C78","67","33","34","18"
"130060006","","13","Hidalgo","Hgo.","006","Alfajayucan","0006","Cebolletas","R","20°23´28.853"N","099°18´41.444"W","20.39134800","-99.31151200","1944","F14C79","280","141","139","78"
"130060007","","13","Hidalgo","Hgo.","006","Alfajayucan","0007","Cerro Azul","R","20°20´16.930"N","099°18´35.793"W","20.33803600","-99.30994300","2035","F14C79","342","180","162","101"
"130060008","","13","Hidalgo","Hgo.","006","Alfajayucan","0008","La Cruz","R","20°23´15.514"N","099°24´01.588"W","20.38764200","-99.40044100","1969","F14C78","74","39","35","24"
"130060009","","13","Hidalgo","Hgo.","006","Alfajayucan","0009","Deca","R","20°27´37.481"N","099°24´31.194"W","20.46041100","-99.40866500","1840","F14C78","464","223","241","137"
"130060010","","13","Hidalgo","Hgo.","006","Alfajayucan","0010","Donguiñyo","R","20°25´51.742"N","099°28´27.608"W","20.43103900","-99.47433500","2218","F14C78","178","85","93","60"
"130060011","","13","Hidalgo","Hgo.","006","Alfajayucan","0011","Tercera Manzana la Ladera","R","20°23´39.589"N","099°20´54.616"W","20.39433000","-99.34850400","1893","F14C78","50","26","24","17"
"130060012","","13","Hidalgo","Hgo.","006","Alfajayucan","0012","El Espíritu","R","20°25´39.190"N","099°21´40.081"W","20.42755200","-99.36113400","1860","F14C78","593","283","310","157"
"130060014","","13","Hidalgo","Hgo.","006","Alfajayucan","0014","La Huapilla","R","20°25´20.647"N","099°22´21.154"W","20.42240100","-99.37254200","1888","F14C78","634","307","327","160"
"130060015","","13","Hidalgo","Hgo.","006","Alfajayucan","0015","Huixthéy","R","20°22´23.074"N","099°21´03.988"W","20.37307500","-99.35110800","1950","F14C78","22","11","11","6"
"130060016","","13","Hidalgo","Hgo.","006","Alfajayucan","0016","Madho Cerro Prieto","R","20°30´04.620"N","099°23´42.035"W","20.50128300","-99.39500900","1745","F14C68","18","8","10","5"
"130060017","","13","Hidalgo","Hgo.","006","Alfajayucan","0017","Madho Corrales","R","20°30´03.939"N","099°22´46.063"W","20.50109400","-99.37946100","1767","F14C68","122","59","63","47"
"130060018","","13","Hidalgo","Hgo.","006","Alfajayucan","0018","Madho San Pablo","R","20°28´38.808"N","099°24´40.489"W","20.47744600","-99.41124700","1820","F14C78","83","36","47","26"
"130060019","","13","Hidalgo","Hgo.","006","Alfajayucan","0019","El Mayorazgo","R","20°24´21.317"N","099°22´33.070"W","20.40592100","-99.37585200","1890","F14C78","0","0","0","0"
"130060020","","13","Hidalgo","Hgo.","006","Alfajayucan","0020","Milpa Grande","R","20°27´34.543"N","099°25´45.023"W","20.45959500","-99.42917200","1899","F14C78","68","30","38","20"
"130060021","","13","Hidalgo","Hgo.","006","Alfajayucan","0021","Naxthéy","R","20°26´23.285"N","099°19´33.298"W","20.43980100","-99.32591500","1865","F14C79","304","143","161","79"
"130060022","","13","Hidalgo","Hgo.","006","Alfajayucan","0022","Nexni","R","20°29´36.310"N","099°26´21.156"W","20.49341900","-99.43921000","1928","F14C78","69","36","33","23"
